period,product_name,product_type,fund_name,fund_abn,fund_type,total_assets_aud_m,return_target_above_cpi_pct,risk_level_label,statement_fee_aud,property_benchmark_pct,infrastructure_benchmark_pct,commodities_benchmark_pct,other_investments_benchmark_pct
2016-12-31,Balanced,Generic,United Technologies Corporation Retirement Plan,33227241196,Retail,52.5,2.60,High,490.00,10.0,,,20.0
2016-12-31,Growth (MySuper),Generic,Victorian Superannuation Fund,85977964496,Public Sector,9599.9,4.60,Medium to high,478.00,4.7,4.5,,
2016-12-31,My WA Super,Generic,WA Local Government Superannuation Plan,18159499614,Public Sector,948.9,2.50,High,623.00,9.9,8.1,,12.0
2016-12-31,Growth (MySuper),Generic,Water Corporation Superannuation Plan,16095780345,Corporate,287.4,3.50,High,572.00,5.0,,,5.0
2016-12-31,BT Business MySuper,Generic,Westpac Mastertrust - Superannuation Division,81236903448,Retail,1270.2,,,,,,,
2016-09-30,AMG MySuper,Generic,AMG Super,30099320583,Retail,42.1,3.00,High,567.00,10.0,,,
2016-09-30,AMP MySuper No.1,Generic,AMP Retirement Trust,73310248809,Retail,623.8,4.00,High,428.48,6.0,6.0,,
2016-09-30,AMP MySuper No.3,Generic,AMP Super Fund,78421957449,Retail,297.6,,,,,,,
2016-09-30,AFLPA & AFL Industry MySuper,Large employer,AMP Superannuation Savings Trust,76514770399,Retail,91.0,,,,,,,
2016-09-30,AMP MySuper No.2,Generic,AMP Superannuation Savings Trust,76514770399,Retail,7087.8,,,,,,,
2016-09-30,Anglican National MySuper,Large employer,AMP Superannuation Savings Trust,76514770399,Retail,115.5,,,,,,,
2016-09-30,Australia Post MySuper,Large employer,AMP Superannuation Savings Trust,76514770399,Retail,107.4,,,,,,,
2016-09-30,Brookfield Australia MySuper,Large employer,AMP Superannuation Savings Trust,76514770399,Retail,91.5,4.00,Medium to high,265.00,6.0,,,10.0
2016-09-30,CCA MySuper,Large employer,AMP Superannuation Savings Trust,76514770399,Retail,307.1,,,,,,,
2016-09-30,Macquarie Group MySuper,Large employer,AMP Superannuation Savings Trust,76514770399,Retail,290.4,4.00,Medium,395.00,,,,12.5
2016-09-30,Woolworths Group MySuper,Large employer,AMP Superannuation Savings Trust,76514770399,Retail,2591.4,4.50,Medium to high,305.50,6.5,3.0,,6.5
2016-09-30,ANZ Staff MySuper,Generic,ANZ Australian Staff Superannuation Scheme,83810127567,Corporate,1760.0,3.80,High,265.00,10.0,6.0,,8.0
2016-09-30,Asgard Employee MySuper,Generic,ASGARD Independence Plan Division Two,90194410365,Retail,820.0,,,,,,,
2016-09-30,MySuper Balanced,Generic,Australian Catholic Superannuation and Retirement Fund,24680629023,Industry,4201.3,3.60,Medium to high,478.00,9.0,9.0,,20.0
2016-09-30,ADF MySuper,Generic,Australian Defence Force Superannuation Scheme,90302247344,Public Sector,1.7,3.50,Medium to high,465.00,10.0,1.0,,15.0
2016-09-30,Balanced (accumulation),Generic,Australian Ethical Retail Superannuation Fund,49633667743,Retail,480.9,3.50,Medium to high,702.00,10.0,5.0,,
2016-09-30,AMIST MySuper,Generic,Australian Meat Industry Superannuation Trust,28342064803,Industry,1607.7,2.00,Medium to high,379.00,15.0,5.0,,5.0
2016-09-30,QSuper Lifetime,Generic,Australian Retirement Trust,60905115063,Public Sector,32399.7,,,,,,,
2016-09-30,AustralianSuper MySuper,Generic,AustralianSuper,65714394898,Industry,69984.0,3.90,High,398.00,9.0,10.0,,
2016-09-30,IBM Super Plan MySuper,Large employer,AustralianSuper,65714394898,Industry,564.7,3.70,High,463.00,10.0,11.0,,
2016-09-30,Komatsu Super Plan MySuper,Large employer,AustralianSuper,65714394898,Industry,80.6,3.70,High,543.00,10.0,11.0,,
2016-09-30,MySuper (Balanced),Generic,Austsafe Superannuation Fund,92398191503,Industry,1742.4,5.00,Medium to high,446.00,10.0,9.0,,10.0
2016-09-30,AvSuper Growth (MySuper),Generic,AvSuper Fund,84421446069,Public Sector,563.5,4.50,Medium to high,560.00,10.0,5.0,,2.0
2016-09-30,MySuper Lifecycle,Generic,Aware Super,53226460365,Public Sector,38812.2,,,,,,,
2016-09-30,Betros MySuper,Generic,Betros Bros Superannuation Fund No 2,36338171504,Corporate,2.2,2.50,Medium to high,540.00,5.0,0.0,,0.0
2016-09-30,BOC MySuper,Generic,Boc Gases Superannuation Fund,49620344668,Corporate,385.5,3.60,High,634.00,11.0,7.0,,7.5
2016-09-30,BUSSQ MySuper,Generic,Building Unions Superannuation Scheme (Queensland),85571332201,Industry,2778.0,4.00,Medium,638.00,12.0,12.0,3.0,
2016-09-30,CareSuper,Generic,Care Super,98172275725,Industry,8561.8,5.00,Medium to high,568.00,12.0,7.0,,
2016-09-30,My Ethical Super,Generic,Christian Super,66628776348,Industry,679.5,3.13,High,634.00,10.0,3.5,,0.7
2016-09-30,Club Plus Super _ MySuper,Generic,Club Plus Superannuation Scheme,95275115088,Industry,2018.5,2.76,High,373.60,11.0,6.0,,16.0
2016-09-30,Club MySuper,Generic,Club Super,12737334298,Industry,405.8,3.68,Medium to high,636.00,11.0,10.0,,10.0
2016-09-30,FirstChoice Employer Super,Generic,Colonial First State FirstChoice Superannuation Trust,26458298557,Retail,3949.0,,,,,,,
2016-09-30,Combined Fund MySuper,Generic,Combined Super Fund,46921400504,Industry,335.9,3.20,Medium to high,526.00,10.0,7.0,,25.0
2016-09-30,Accumulate Plus Balanced,Generic,Commonwealth Bank Group Super,24248426878,Corporate,4576.0,3.20,High,348.65,12.0,5.0,,
2016-09-30,MySuper Balanced,Generic,Concept One The Industry Superannuation Fund,21059451252,Industry,412.7,3.00,Medium to high,576.00,15.0,12.0,,
2016-09-30,Growth (Cbus MySuper),Generic,CONSTRUCTION AND BUILDING UNIONS SUPERANNUATION FUND,75493363262,Industry,30891.1,4.75,Medium to high,498.00,13.0,11.0,,5.0
2016-09-30,Active Balanced,Generic,DuluxGroup Employees Superannuation Fund,91132102426,Retail,30.9,2.60,High,652.00,13.0,3.0,,8.5
2016-09-30,Balanced,Generic,Elphinstone Group Superannuation Fund,77408077215,Corporate,50.5,2.30,High,685.00,1.8,,,
2016-09-30,EmPlus MySuper,Generic,EmPlus Superannuation Fund,18838658991,Retail,98.5,2.63,Medium to high,522.80,9.0,,,
2016-09-30,Balanced (MySuper),Generic,Energy Industries Superannuation Scheme-Pool A,22277243559,Public Sector,1146.6,3.00,Medium,315.00,5.0,4.0,,25.0
2016-09-30,MySuper,Generic,Energy Super,33761363685,Industry,1667.6,4.15,Medium to high,472.00,10.0,8.0,,10.0
2016-09-30,Equipsuper MySuper,Generic,equipsuper,33813823017,Industry,2036.7,3.72,Medium,463.00,10.0,3.0,0.0,4.0
2016-09-30,Essential Super,Generic,Essential Super,56601925435,Retail,1750.4,,,,,,,
2016-09-30,First Super MySuper,Generic,First Super,56286625181,Industry,2150.3,3.50,Medium,443.00,10.0,10.0,,2.0
2016-09-30,Goldman Sachs & JBWere Superannuation Fund_MySuper Product,Generic,Goldman Sachs & JBWere Superannuation Fund,55697537183,Corporate,337.5,4.00,Very high,700.00,,,,2.0
2016-09-30,Guild Retirement Fund (MySuper),Generic,Guild Retirement Fund,22599554834,Retail,923.1,,,,,,,
2016-09-30,HESTA MySuper,Generic,HESTA,64971749321,Industry,29504.4,5.60,Medium to high,480.00,11.5,12.5,,
2016-09-30,Balanced option,Generic,HOSTPLUS Superannuation Fund,68657495890,Industry,18799.3,3.50,High,678.00,15.0,10.0,0.0,5.0
2016-09-30,MySuper,Generic,IAG & NRMA Superannuation Plan,58244115920,Corporate,1260.6,2.66,High,520.00,6.7,3.3,,20.0
2016-09-30,Active Balanced,Generic,Incitec Pivot Employees Superannuation Fund,68569795856,Retail,54.5,2.70,High,624.00,13.0,3.0,,8.5
2016-09-30,Intrust MySuper,Generic,Intrust Super Fund,65704511371,Industry,1482.9,5.00,Medium to high,523.00,10.0,,,18.0
2016-09-30,IOOF MySuper,Generic,IOOF Portfolio Service Superannuation Fund,70815369818,Retail,2590.0,3.00,Medium to high,542.00,10.0,1.5,,2.0
2016-09-30,Kinetic Super _ Growth (MySuper),Generic,Kinetic Superannuation Fund,78984178687,Industry,2722.7,3.50,High,430.60,13.0,8.0,,
2016-09-30,MySuper Balanced,Generic,Labour Union Co-Operative Retirement Fund,26382680883,Industry,4094.5,3.20,High,423.00,11.0,2.8,,12.0
2016-09-30,MySuper Balanced,Generic,legalsuper,60346078879,Industry,1462.4,3.00,High,557.60,12.0,2.0,,
2016-09-30,LESF MySuper,Generic,LESF Super,13704288646,Retail,142.7,3.00,High,646.60,,,,
2016-09-30,LGIASuper MySuper Lifecycle,Generic,LGIAsuper,23053121564,Public Sector,5918.8,,,,,,,
2016-09-30,Vision MySuper,Generic,Local Authorities Superannuation Fund,24496637884,Public Sector,3195.5,4.00,Medium to high,473.00,11.0,11.0,,5.0
2016-09-30,Active Super Lifestage Product,Generic,Local Government Super,28901371321,Public Sector,2847.9,,,,,,,
2016-09-30,Balanced Option_MySuper Compliant,Generic,Lutheran Super,93371348387,Corporate,222.0,4.92,Medium to high,451.00,4.0,,,16.0
2016-09-30,Moderate investment option,Generic,Maritime Super,77455663441,Industry,348.0,4.00,Medium,623.00,7.0,4.0,,10.0
2016-09-30,max Super MySuper,Generic,Max Super Fund,22508720840,Retail,8.0,4.00,Medium to high,563.00,12.0,,,
2016-09-30,MIESF MySuper,Generic,Meat Industry Employees Superannuation Fund,17317520544,Industry,695.6,2.70,Medium,345.00,22.0,10.0,,
2016-09-30,Balanced investment option (accumulation),Generic,Media Super,42574421650,Industry,3208.8,5.00,Medium to high,410.00,10.0,10.0,,10.0
2016-09-30,Mercer Santos MySuper,Large employer,Mercer Super Trust,19905422981,Retail,195.0,4.20,Medium to high,456.68,6.5,6.5,1.0,9.4
2016-09-30,Mercer SmartPath,Generic,Mercer Super Trust,19905422981,Retail,4644.1,,,,,,,
2016-09-30,Mercer WGSP MySuper,Large employer,Mercer Super Trust,19905422981,Retail,1537.8,,,,,,,
2016-09-30,Virgin Money MySuper,Material goodwill,Mercer Super Trust,19905422981,Retail,0.0,,,,,,,
2016-09-30,MySuper Balanced,Generic,Mercy Super,11789425178,Corporate,749.9,5.25,Medium,532.20,12.0,12.0,,6.0
2016-09-30,Default Lifecycle,Generic,Mine Superannuation Fund,16457520308,Industry,6003.5,,,,,,,
2016-09-30,MySuper,Generic,MLC Super Fund,70732426024,Retail,7043.5,3.50,Medium to high,603.00,5.0,2.0,,3.0
2016-09-30,NAB Staff MySuper,Large employer,MLC Super Fund,70732426024,Retail,2010.2,3.50,High,518.00,12.0,3.5,,4.0
2016-09-30,MyCatholicSuper,Generic,MyLifeMyMoney Superannuation Fund,50237896957,Industry,4036.8,4.10,Medium to high,563.00,8.0,6.0,,13.0
2016-09-30,Nationwide MySuper,Generic,Nationwide Superannuation Fund,15201768813,Industry,514.4,2.90,Medium to high,605.00,10.0,7.0,,5.0
2016-09-30,NESS MySuper,Generic,NESS Super,72229227691,Industry,534.6,3.00,Medium to high,492.00,10.0,3.5,,2.0
2016-09-30,Diversified (MySuper),Generic,NGS Super,73549180515,Industry,4670.9,3.00,Medium to high,385.00,5.0,5.0,,15.0
2016-09-30,ANZ Smart Choice Super,Generic,OnePath Masterfund,53789980697,Retail,6414.5,,,,,,,
2016-09-30,ANZ Smart Choice Super_For QBE Management Services PTY LTD and their employees,Large employer,OnePath Masterfund,53789980697,Retail,276.5,,,,,,,
2016-09-30,MySuper Passive Balanced,Generic,OneSuper,43905581638,Retail,10.1,2.00,Medium,636.00,4.0,,,
2016-09-30,Perpetual MySuper,Generic,Perpetual's Select Superannuation Fund,51068260563,Retail,64.8,3.00,High,685.00,6.0,0.0,0.0,15.0
2016-09-30,Pitcher Retirement Plan MySuper,Generic,Pitcher Retirement Plan,15828677472,Corporate,28.0,2.40,Medium,1036.00,9.0,4.0,,
2016-09-30,MySuper,Generic,Prime Super,60562335823,Industry,2862.8,4.50,Medium to high,763.56,6.5,13.0,,0.0
2016-09-30,PSSap MySuper Balanced,Generic,Public Sector Superannuation Accumulation Plan,65127917725,Public Sector,8094.7,3.50,Medium to high,465.00,10.0,1.0,,15.0
2016-09-30,Glidepath,Generic,Qantas Superannuation Plan,41272198829,Corporate,873.9,,,,,,,
2016-09-30,QIEC MySuper,Generic,Queensland Independent Education & Care Superannuation Trust,15549636673,Industry,1011.4,4.21,High,546.00,12.0,12.0,,7.0
2016-09-30,Balanced,Generic,Rei Super,76641658449,Industry,1075.4,4.50,Medium to high,425.80,14.0,4.0,,0.0
2016-09-30,REST Super,Generic,Retail Employees Superannuation Trust,62653671394,Industry,36514.2,4.70,Medium to high,407.20,11.0,6.0,1.0,10.0
2016-09-30,BT Super MySuper,Generic,Retirement Wrap,39827542991,Retail,7004.3,,,,,,,
2016-09-30,Westpac Group Plan MySuper,Large employer,Retirement Wrap,39827542991,Retail,1714.1,,,,,,,
2016-09-30,Rio Tinto Fund Growth Option (MySuperProduct),Generic,Rio Tinto Staff Superannuation Fund,98438661856,Corporate,3007.3,4.20,High,451.00,10.0,6.0,,3.5
2016-09-30,General Division,Generic,Russell Investments Master Trust,89384753567,Retail,1036.0,4.00,Medium to high,814.18,6.5,6.2,0.5,2.7
2016-09-30,smartMonday Lifecycle,Generic,Smart Future Trust,68964712340,Retail,958.8,,,,,,,
2016-09-30,Balanced (MySuper),Generic,Spirit Super,74559365913,Industry,8217.0,4.00,Medium to high,498.00,9.0,15.0,,0.0
2016-09-30,Suncorp Lifestage Funds,Generic,SPSL Master Trust,98350952022,Retail,762.7,,,,,,,
2016-09-30,Statewide MySuper,Generic,Statewide Superannuation Trust,54145196298,Industry,3972.7,3.50,High,468.00,10.0,10.0,,
2016-09-30,Sunsuper for Life,Generic,Sunsuper Superannuation Fund,98503137921,Industry,23605.0,,,,,,,
2016-09-30,Tasplan MySuper,Generic,Tasplan Superannuation Fund,14602032302,Industry,2396.6,3.30,Medium to high,473.00,11.5,6.5,,8.0
2016-09-30,Telstra Super MySuper,Generic,Telstra Superannuation Scheme,85502108833,Corporate,5902.8,,,,,,,
2016-09-30,Bendigo MySuper,Generic,The Bendigo Superannuation Plan,57526653420,Retail,142.9,,,,,,,
2016-09-30,MySuper MyLife,Generic,The Executive Superannuation Fund,60998717367,Retail,972.8,3.50,Medium to high,667.26,2.0,2.0,,10.0
2016-09-30,TIS MySuper,Generic,The Transport Industry Superannuation Fund,68564370287,Industry,111.4,4.00,Medium to high,913.00,15.0,,,10.0
2016-09-30,VISSF Balanced Option (MySuper Product),Generic,The Victorian Independent Schools Superannuation Fund,37024873660,Industry,358.7,3.00,High,457.00,5.0,3.0,,
2016-09-30,MySuper Growth,Generic,Toyota Super,58208377062,Corporate,484.9,4.00,Medium to high,492.00,10.0,1.8,,9.3
2016-09-30,Balanced (MySuper),Generic,TWU Superannuation Fund,77343563307,Industry,4098.6,4.50,Medium to high,618.00,9.0,8.0,,6.0
2016-09-30,UniSuper Balanced,Generic,Unisuper,91385943850,Industry,13156.2,4.90,High,346.00,9.0,2.5,,
2016-09-30,Balanced,Generic,United Technologies Corporation Retirement Plan,33227241196,Retail,51.4,2.60,High,490.00,10.0,,,20.0
2016-09-30,Growth (MySuper),Generic,Victorian Superannuation Fund,85977964496,Public Sector,9219.9,4.60,Medium to high,478.00,7.3,3.8,,
2016-09-30,Virgin Super Essentials,Generic,Virgin Superannuation,88436608094,Retail,262.7,,,,,,,
2016-09-30,My WA Super,Generic,WA Local Government Superannuation Plan,18159499614,Public Sector,746.6,2.50,High,583.00,9.9,8.1,,12.0
2016-09-30,Growth (MySuper),Generic,Water Corporation Superannuation Plan,16095780345,Corporate,271.6,4.00,Medium to high,572.00,5.0,,,5.0
2016-09-30,BT Business MySuper,Generic,Westpac Mastertrust - Superannuation Division,81236903448,Retail,1160.4,,,,,,,
2016-06-30,AMG MySuper,Generic,AMG Super,30099320583,Retail,41.3,3.00,High,569.00,10.0,,,
2016-06-30,AMP MySuper No.1,Generic,AMP Retirement Trust,73310248809,Retail,373.9,4.00,Medium to high,427.00,6.0,6.0,,
2016-06-30,AMP MySuper No.3,Generic,AMP Super Fund,78421957449,Retail,267.4,,,,,,,
2016-06-30,AFLPA & AFL Industry MySuper,Large employer,AMP Superannuation Savings Trust,76514770399,Retail,85.4,,,,,,,
2016-06-30,AMP MySuper No.2,Generic,AMP Superannuation Savings Trust,76514770399,Retail,6639.2,,,,,,,
2016-06-30,Anglican National MySuper,Large employer,AMP Superannuation Savings Trust,76514770399,Retail,112.9,,,,,,,
2016-06-30,Australia Post MySuper,Large employer,AMP Superannuation Savings Trust,76514770399,Retail,96.2,,,,,,,
2016-06-30,Brookfield Australia MySuper,Large employer,AMP Superannuation Savings Trust,76514770399,Retail,87.4,3.50,Medium to high,265.00,8.0,,,10.0
2016-06-30,CCA MySuper,Large employer,AMP Superannuation Savings Trust,76514770399,Retail,298.4,,,,,,,
2016-06-30,Macquarie Group MySuper,Large employer,AMP Superannuation Savings Trust,76514770399,Retail,273.9,3.00,Medium,395.00,,,,12.5
2016-06-30,Woolworths Group MySuper,Large employer,AMP Superannuation Savings Trust,76514770399,Retail,2514.7,3.50,Medium to high,306.00,6.5,3.0,,6.5
2016-06-30,ANZ Staff MySuper,Generic,ANZ Australian Staff Superannuation Scheme,83810127567,Corporate,1787.1,5.00,High,290.00,10.0,6.0,,8.0
2016-06-30,Asgard Employee MySuper,Generic,ASGARD Independence Plan Division Two,90194410365,Retail,758.3,,,,,,,
2016-06-30,MySuper Balanced,Generic,Australian Catholic Superannuation and Retirement Fund,24680629023,Industry,4143.5,3.00,Medium to high,503.00,10.0,10.0,,11.0
2016-06-30,ADF MySuper,Generic,Australian Defence Force Superannuation Scheme,90302247344,Public Sector,0.0,3.50,Medium to high,445.00,10.0,1.0,,15.0
2016-06-30,Balanced (accumulation),Generic,Australian Ethical Retail Superannuation Fund,49633667743,Retail,427.4,3.50,Medium to high,822.00,12.5,,,
2016-06-30,AMIST MySuper,Generic,Australian Meat Industry Superannuation Trust,28342064803,Industry,1561.4,2.00,Medium to high,379.00,15.0,5.0,,5.0
2016-06-30,QSuper Lifetime,Generic,Australian Retirement Trust,60905115063,Public Sector,31378.6,,,,,,,
2016-06-30,AustralianSuper MySuper,Generic,AustralianSuper,65714394898,Industry,69125.5,3.90,High,363.00,10.0,11.0,,
2016-06-30,IBM Super Plan MySuper,Large employer,AustralianSuper,65714394898,Industry,577.3,3.70,High,423.00,10.0,11.0,,
2016-06-30,Komatsu Super Plan MySuper,Large employer,AustralianSuper,65714394898,Industry,78.4,3.70,High,436.00,10.0,11.0,,
2016-06-30,MySuper (Balanced),Generic,Austsafe Superannuation Fund,92398191503,Industry,1668.2,4.40,High,451.00,10.0,9.0,,10.0
2016-06-30,AvSuper Growth (MySuper),Generic,AvSuper Fund,84421446069,Public Sector,495.1,4.50,Medium to high,560.00,10.0,5.0,,2.0
2016-06-30,MySuper Lifecycle,Generic,Aware Super,53226460365,Public Sector,36720.5,,,,,,,
2016-06-30,Betros MySuper,Generic,Betros Bros Superannuation Fund No 2,36338171504,Corporate,2.1,3.80,Medium to high,530.00,5.0,0.0,,0.0
2016-06-30,MySuper Default Option,Generic,BHP Billiton Superannuation Fund,30187082512,Retail,485.7,3.50,Medium to high,603.00,5.0,2.0,,5.0
2016-06-30,BOC MySuper,Generic,Boc Gases Superannuation Fund,49620344668,Corporate,376.6,3.60,High,598.00,11.0,7.0,,7.5
2016-06-30,BUSSQ MySuper,Generic,Building Unions Superannuation Scheme (Queensland),85571332201,Industry,2666.0,4.00,Medium,618.00,12.0,12.0,3.0,
2016-06-30,CareSuper,Generic,Care Super,98172275725,Industry,8164.7,5.00,Medium to high,603.00,12.0,7.0,,
2016-06-30,My Ethical Super,Generic,Christian Super,66628776348,Industry,654.7,3.13,High,650.00,9.9,3.4,,0.8
2016-06-30,Club Plus Super _ MySuper,Generic,Club Plus Superannuation Scheme,95275115088,Industry,1958.6,2.76,High,373.60,11.0,6.0,,16.0
2016-06-30,Club MySuper,Generic,Club Super,12737334298,Industry,388.0,3.60,Medium to high,646.00,11.0,10.0,,10.0
2016-06-30,FirstChoice Employer Super,Generic,Colonial First State FirstChoice Superannuation Trust,26458298557,Retail,3517.2,,,,,,,
2016-06-30,Combined Fund MySuper,Generic,Combined Super Fund,46921400504,Industry,330.4,3.00,Medium to high,584.00,10.0,7.0,,25.0
2016-06-30,Accumulate Plus Balanced,Generic,Commonwealth Bank Group Super,24248426878,Corporate,4392.2,2.60,High,348.65,12.0,5.0,,
2016-06-30,MySuper Balanced,Generic,Concept One The Industry Superannuation Fund,21059451252,Industry,405.1,3.00,Medium to high,576.00,15.0,,,12.0
2016-06-30,Growth (Cbus MySuper),Generic,CONSTRUCTION AND BUILDING UNIONS SUPERANNUATION FUND,75493363262,Industry,29475.9,4.80,Medium to high,483.00,13.0,11.0,,5.0
2016-06-30,Active Balanced,Generic,DuluxGroup Employees Superannuation Fund,91132102426,Retail,29.2,2.60,High,652.00,13.0,5.0,,6.0
2016-06-30,Balanced,Generic,Elphinstone Group Superannuation Fund,77408077215,Corporate,50.1,2.20,High,727.00,1.8,,,
2016-06-30,EmPlus MySuper,Generic,EmPlus Superannuation Fund,18838658991,Retail,99.2,4.00,Medium to high,522.80,9.0,,,
2016-06-30,Balanced (MySuper),Generic,Energy Industries Superannuation Scheme-Pool A,22277243559,Public Sector,1134.8,3.00,Medium,315.00,5.0,4.0,,25.0
2016-06-30,MySuper,Generic,Energy Super,33761363685,Industry,1668.9,4.15,Medium to high,472.00,10.0,8.0,,10.0
2016-06-30,Equipsuper MySuper,Generic,equipsuper,33813823017,Industry,2007.8,3.50,Medium,543.00,10.0,3.0,0.0,4.0
2016-06-30,Essential Super,Generic,Essential Super,56601925435,Retail,1349.3,,,,,,,
2016-06-30,First Super MySuper,Generic,First Super,56286625181,Industry,2083.6,3.50,Medium,443.00,10.0,10.0,,2.0
2016-06-30,Goldman Sachs & JBWere Superannuation Fund_MySuper Product,Generic,Goldman Sachs & JBWere Superannuation Fund,55697537183,Corporate,339.6,4.00,Very high,805.00,,,,3.0
